"test5","test1","test2","test1","1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oklahoma","adjusted)","96.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","American Indian or Alaska Native only","66.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Black or African American only","90.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","White only","87.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","2 or more races","76.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","American Indian or Alaska Native; White","82.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Black or African American; White","42.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Hispanic or Latino","85"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Not Hispanic or Latino","86"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Black or African American only, not Hisp/Latino","90.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","White only, not Hispanic or Latino","87.1"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Female","88"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Male","83.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Less than high school","74"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","High school graduate","88"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","At least some college","89.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Persons aged 18 to 44 years (not age adjusted)","94.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Persons aged 45 to 64 years (not age adjusted)","93.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","Persons aged 65 to 74 years (not age adjusted)","97.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Oregon","adjusted)","96.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","American Indian or Alaska Native only","81.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Asian only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Native Hawaiian or Other Pacific Islander only","100"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Black or African American only","73.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","White only","84.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","2 or more races","66.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","American Indian or Alaska Native; White","67.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Black or African American; White","73"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Hispanic or Latino","69.9"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Not Hispanic or Latino","84.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Black or African American only, not Hisp/Latino","73.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","White only, not Hispanic or Latino","85.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Female","84.3"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Male","80.5"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Less than high school","76.4"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","High school graduate","80.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","At least some college","88.8"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Persons aged 18 to 44 years (not age adjusted)","93.7"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Persons aged 45 to 64 years (not age adjusted)","94"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","Persons aged 65 to 74 years (not age adjusted)","95.6"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Pennsylvania","adjusted)","98.2"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Rhode Island","American Indian or Alaska Native only","79"
"Disability and Secondary Conditions","6-6 Satisfaction with life among adults with disabilities (50 States and D.C., age adjusted, aged 18 years and over)","Rhode Island","Asian only","57.3"
